caminho,especializacao,nome,custo_pe,tipo_acao,conjuracao,efeito_resumo,aprimoramento_a,aprimoramento_b
Feiticeiro,Regulador,Alteração Temporal,—,—,Não,"Evolui Velocidade Mística: força inimigos (Espírito Dif.10) a perder a Ação Ativa na 1ª rodada",Campo de Aceleração: Aptidão em Agilidade na Iniciativa (você e aliados),Campo de Desaceleração: Inaptidão em Agilidade na Iniciativa dos inimigos
Feiticeiro,Regulador,Deslizar pelo Tempo,—,—,Não,"1x/Repouso Completo: evita gastar Ação Ativa/Simples de uma habilidade; ganha Ação Rápida extra na rodada",Senhor do Tempo: passa a ocorrer a cada Repouso,Ignorar Infortúnios: só pode ser afetado 1x/rodada por Ação Rápida inimiga
Feiticeiro,Regulador,Modelar o Véu,2,Ação Rápida,Sim,"Ganha Expandir/Reduzir/Moldar Conjuração (ajusta nº de Alvos ou área de Conjurações próximas)",Ignorar a Realidade: uma delas vira Ação Acelerada 1x/rodada,Modelador Arcano: efeitos escalam a cada 2 Canalização (não 3)
Feiticeiro,Regulador,Augúrio Temporal,2,Ação Ativa,Sim,"Alvo a 6m: se atacar você/aliado até seu próximo turno, tem -1d4 no próximo teste",Sentença do Tempo: +1 categoria de dado,Condenação em Massa: +1 Alvo (a cada 3 Canalização)
Feiticeiro,Regulador,Presente de Unala,—,—,Sim,"No Repouso, preserva resultados de Teste de Destino (qtd a cada 3 Canalização) para substituir um teste depois",Campeão de Unala: preserva a cada 2 Canalização,Presente do Destino: rola 2d12 e escolhe qual preservar
Feiticeiro,Regulador,Truque Temporal,4,Ação Ativa,Sim,Concede a um Alvo a 6m uma Movimentação + Ação (controlada por você),Ação Surpresa: vira Ação Acelerada,Manejar as Cordas: dobra alcance e -1 PE
Feiticeiro,Regulador,Lampejo Arcano,3,Ação Simples,Sim,"Troca dois Alvos de lugar a 8m entre si; inimigo pode resistir (Espírito Dif.10)",Piscar a Realidade: vira Ação Acelerada,Debilitar Espírito: Inaptidão no teste
Ladino,Assassino,Instinto Assassino,—,—,Não,"Evolui Ladinagem: Maestria Assassina escala por Destreza; Perito em Arremesso +2m e ignora Meia Cobertura; Sem Escapatória imobiliza",Ponto Crítico: +1 categoria de dado em Maestria Assassina,Acerto Oportunista: Aptidão Aprimorada no Ataque Extra de Sem Escapatória
Ladino,Assassino,Um Passo à Frente,—,—,Não,Evolui Emboscar: ganha Ação Simples antes do primeiro Alvo agir na 1ª rodada,Troca Justa: troca a Ação Simples por um Ataque,Ação Imediata: a Ação Simples não custa PE
Ladino,Assassino,Mutilar,—,—,Não,"Acerto 10+ aplica/fortalece Sangramento (bloqueia Aptidão/Prioridade em Defesa)",Mutilação Rápida: ativa com Resultado Natural 8,Feridas Graves: Sangramento ocorre 2x na rodada
Ladino,Assassino,Marca do Assassino,—,—,Não,"Acumula até 3 Marcas num Alvo (dano vira marca): 1=bloqueia Foco/Movimentação, 2=reduz danos/curas dele, 3=bloqueia Aptidão/Prioridade contra você",Utilizar Marcas: remove 2 Marcas para ganhar Aptidão,Cicatriz do Assassino: Alvo marcado perde e não recebe PVT/PET
Ladino,Assassino,Alvo Principal,3,Ação Simples,Não,"Foco: Aptidão em Precisão/Canalização/Percepção contra um Alvo até o fim do combate; reduz Dif. de Crítico",Iniciar Missão: pode usar como Iniciativa sem custo,Adaptar Missão: reusa grátis se o Alvo Incapacitar
Ladino,Assassino,Dança das Lâminas,4,Ação Ativa,Não,"Movimentação livre + Ataque Extra em cada Alvo no trajeto (máx = Precisão, mín 1)",Movimentação Mortal: dobra a Movimentação e -1 PE,Manobras Rápidas: Aptidão no Ataque Extra
Ladino,Assassino,Portador da Ruína,3,Ação Rápida,Não,"-1 Dif. de Crítico no turno; reduz o próprio custo a cada acerto sem crítico (reseta ao critar)",Finalizar: vira Ação Acelerada,Recompensa Justa: realiza os dois efeitos de Acerto Crítico
Ladino,Assassino,Toxicologia Arcana,2,Ação Simples,Sim,"Foco 1 min: dano aplica Rancor da Víbora (+dano recebido) ou Angústia do Escorpião (perde PE ao agir)",Mixólogo Místico: aplica os dois efeitos,Truques Proibidos: remove custo de PE e status de Foco
Ladino,Atirador,Atirador de Elite,—,—,Não,"Evolui Disparo Debilitante: Parte Inferior bloqueia Movimentação; Parte Superior vira Inaptidão Aprimorada; Parte Vital reduz Dif. de Crítico",Disparo Inesperado: Inaptidão no teste de Vigor,Disparo Crítico: -1 Dif. de Crítico com Disparo Debilitante
Ladino,Atirador,Mestre com Armamentos à Distância,—,—,Não,"Evolui Perito com Armamentos à Distância: +1 Precisão do Mirar; +Destreza (ou 2x) no dano conforme arma",Disparo Certeiro: ignora Coberturas,Tiro Certo: dano contra Alvo Mirado não pode ser reduzido e ignora PVT
Ladino,Atirador,Projétil Explosivo,3,Ação Ativa,Sim,"Ataque à distância cria explosão de área com dano mágico elemental à escolha = PE máximo",Atirador Arcano: dobra alcance e -1 PE,Técnica Surpresa: próximo dano mágico do Alvo é Amplificado
Ladino,Atirador,Ricochete,3,Ação Ativa,Não,"Ataque à distância ricocheteia em 2º Alvo a 2m (Defesa vs. resultado já obtido, metade do dano)",Ângulo Perfeito: dobra alcance do ricochete e -1 PE,Projétil Inesperado: ricocheteia em um 3º Alvo
Ladino,Atirador,Sentinela,—,Iniciativa,Não,Interrompe a Movimentação de um Alvo no alcance com um Ataque Físico (1x/rodada),Preparo do Sentinela: ocorre 2x na rodada,Disparo Surpresa: Aptidão no Ataque Físico
Ladino,Atirador,Disparo Rápido,3,Ação Rápida,Não,Após acertar realiza Ataque Extra à distância no mesmo Alvo,Agilidade Descomunal: Ataque Extra ganha +metade da Destreza em Precisão,Reflexos Rápidos: Aptidão no Ataque Extra
Ladino,Atirador,Sensor,1,Ação Simples,Sim,"Vê invisíveis/ilusões/no escuro no turno; acerto 10+ aplica Imóvel",Prática do Atirador: ativa com Resultado Natural 8,Reconhecedor Nato: vira Ação Acelerada
Ladino,Atirador,Interceptar,3,Ação Rápida,Não,"Testa Precisão vs. Defesa para anular um ataque à distância recebido, causando 2x Destreza em dano físico",Interceptador: usa 2x na rodada,Ataque Veloz: Aptidão no teste de Precisão
Ladino,Duelista,Mestre da Arena,—,—,Não,"Evolui Estilo Único: 2º golpe do Combate Híbrido/Esgrimista ganha +2x Destreza de dano; ganha Esquiva Sobrenatural (+metade Destreza em Agilidade, 1x/rodada)",Recompensa da Arena: Aptidão no próximo ataque ao acertar os 2 golpes,Mestre do Duelo: Ataque Extra imediato ao acertar os 2 golpes
Ladino,Duelista,Retaliação,—,—,Não,Evolui Revidar: contra-ataque ganha Aptidão,Virtuosidade de Combate: usa Revidar 2x na rodada,Continuar o Espetáculo: acerto 8+ reduz custo do próximo Revidar
Ladino,Duelista,Abertura de Guarda,—,—,Não,"Sucesso em Agilidade 10+ contra Precisão/Canalização do Alvo: Ataque Extra (1x/turno, mesmo já tendo usado outro)",Achar Aberturas: ativa com Resultado Natural 8,Ponto Certo: Aptidão Aprimorada no Ataque Extra
Ladino,Duelista,Ataque Surpresa,3,Ação Rápida,Não,"Após aliado acertar um Alvo no seu alcance, você ganha Ataque Extra nele",Seguir a Vitória: usa 2x na rodada,Ataque Ágil: converte em Ataque Físico/Mágico completo
Ladino,Duelista,Ímpeto do Duelista,—,Iniciativa,Não,"+1 em Precisão/Canalização/Defesa na 1ª rodada; ganha Aptidão do Duelista (Aptidão dobrada em +1) até o fim do combate",Manter o Foco: efeitos duram mais 1 rodada,Ímpeto Descomunal: +1 no bônus de Aptidão do Duelista
Ladino,Duelista,Ataque Adicional,5,Ação Simples,Não,Realiza um Ataque Físico ou Mágico extra contra um Alvo no alcance,Ataque Fantasma: Precisão/Canalização imunes a redução; ignora Prioridade na Defesa,Aprender com as Falhas: Aptidão no ataque
Ladino,Duelista,Postura Ágil,—,Ação Simples,Não,Imune a redução de Agilidade até o próximo turno; sucesso em Agilidade dá Corrida grátis,Combate Natural: vira Ação Acelerada,Disparada: dá Movimentação em vez de Corrida
Ladino,Duelista,Concentração,—,—,Não,"Acumula até 3 pontos ao acertar: 1=Prioridade em Parâmetros, 2=Aptidão vira Aprimorada 1x/rodada, 3=refaz teste de Precisão/Canalização 1x/rodada",Jogo Sujo: gasta 1 ponto para aplicar Inaptidão a inimigo próximo,Campeão da Arena: Movimentação protegida + regenera PV por ponto de Concentração
Ladino,Sombra,Véu da Noite,—,—,Não,"Evolui Manto das Sombras: +1 Precisão/Canalização e atravessa estruturas enquanto Invisível",Ritual Sombrio: +1 no valor concedido,Golpe Sombrio: Aptidão de Furtivo vira Aprimorada
Ladino,Sombra,Peso das Sombras,—,—,Não,"Evolui Marca Sombria: +1 Alvo; marcados também recebem Lentidão",Sussurrante da Noite: vira Ação Acelerada,Opressão Sombria: regenera 1 PE quando o Alvo falha em remover a marca
Ladino,Sombra,Estigma,—,—,Não,"Ao ferir, aplica Estigma (1 min); pode gastá-lo a 8m para Grilhões Sombrios (bloqueia Movimentação) ou Passo das Sombras (teleporte + rastreio)",Truques da Noite: as 2 técnicas ficam sem custo de Ação,Sentença Sombria: aplica Estigma também ao ser ferido; não some ao usar Passo das Sombras
Ladino,Sombra,Arte do Subterfúgio,—,—,Não,"Enquanto Invisível/Furtivo: +2m Movimentação, regenera 1 PE por turno, sucesso automático em Agilidade contra dano em área",Servo das Sombras: dobra todos os valores,Presente da Noite: escala superfícies e dobra Saltos
Ladino,Sombra,Técnica Secreta,5,Ação Rápida,Sim,"Ignora um ataque/Condição recebido, teleporta 4m e retalia com Dano Imaterial = PE máx. (Vigor Dif.10)",Romper o Corpo: +2 Dif.,Movimentos Inesperados: usa 2x na rodada
Ladino,Sombra,Estratagema das Sombras,2,Ação Simples,Sim,"Ao ser ferido, força Espírito Dif.10 ou o próximo teste do Alvo usa d10 em vez de d12",Desfazer Defesas: +2 Dif.,Movimento Sombrio: vira Ação Acelerada
Ladino,Sombra,Sombra Gêmea,4,Ação Ativa,Sim,"Foco 1 min: cria réplica que ataca junto (metade do dano, como Dano Imaterial), imune a ataques",Ataques Turvos: Ataque da Sombra Gêmea ganha Aptidão,Convocação Rápida: vira Ação Acelerada
Ladino,Sombra,Abraço da Noite,—,Iniciativa/Transformação,Não,"Escolhe 1 de 3 poderes sombrios até o fim do combate (Caerngron: reduz dano+mobilidade; Mortúmbrea: retalia Condição falha+imunidades; Nistragard: regen. PV+redireciona ataques)",Andarilho do Reino da Noite: pode trocar o poder por 1 Ação Ativa,Conceder o Presente Sombrio: transfere o poder a um aliado ao Incapacitar
Ladino,Trapaceiro,Gambiarra Mística,—,—,Não,"Evolui Armadilhas Místicas: -1 PE, +2m de alcance de ativação, pode substituir efeito por outra Conjuração sua",Truque Surpresa: +2 Dif. das armadilhas Atordoante/Tóxica,Aprimorar Armadilhas: Inaptidão nos testes dessas armadilhas
Ladino,Trapaceiro,Mestre dos Espelhos,—,—,Não,"Evolui Reflexo Enganador: +1 Capacidade da ilusão; pode mover a ilusão 4m no início do turno",Replicar a Realidade: quem destruir a ilusão fica Atordoado,Reflexo dos Espelhos: ataques contra a ilusão têm Inaptidão
Ladino,Trapaceiro,Quebrar as Regras,—,—,Não,"Escolhe 1 de 3 imunidades (Negar Iniciativa / Negar Ataques 1x/combate / Negar Enfermos 1x/combate)",Truque Avançado: ganha mais um efeito não escolhido,Artimanha Pessoal: ganha o último efeito restante
Ladino,Trapaceiro,Aprisionar Destino,3,Ação Simples,Sim,"Condição 1 min: vincula 2 Alvos, um recebe os efeitos negativos do outro",Reprender Opositores: +2 Dif.,Gestos Mágicos: vira Ação Acelerada
Ladino,Trapaceiro,Mímica Mística,5,Ação Rápida,Sim,"Copia uma Conjuração alheia a 6m, sem custo de PE/PV, usando metade do Parâmetro/Poder original",Mimetismo: vira Ação Acelerada,Aperfeiçoar Cópia: usa o Parâmetro/Poder total (não metade)
Ladino,Trapaceiro,Força Debilitante,3,Ação Rápida,Sim,"Após ferir um Alvo, força Espírito Dif.10 ou ele só pode usar Movimentação+Ação Ativa OU Simples no próximo turno",Ferimento Arcano: +2 Dif.,Lampejo Debilitante: vira Ação Acelerada
Ladino,Trapaceiro,Miragem Enganosa,—,Iniciativa,Sim,"Área 6m: Terreno Difícil + bloqueia Corridas/Ações Rápidas; sair custa Atordoado (Espírito Dif.10)",Bagunçar a Matriz: Inaptidão no teste,Quebrar a Mente: reduz Percepção Passiva pela metade + Atordoado rola 3 dados
Ladino,Trapaceiro,Alvanel Ilusório,2,Ação Ativa,Sim,"Foco 10min: cria Estrutura ilusória (5 Capacidade) de até 6m que pode aprisionar um Alvo",Construtor Arcano: vira Ação Acelerada,Modelador de Ilusões: deixa de ser Foco (só 1 por vez) e +2m de área
